locale|en_HK
AGENDA_SINGER_CRUISING_8|- (without a sense of independence I-I'm nyot convinced thewe is a chance) -
AGENDA_SINGER_CRUISING_9|- We fought this way befowe -
AGENDA_SINGER_CRUISING_10|- So we couwd soaw -
AGENDA_SINGER_CRUISING|That's "Cwuising", b-by m-me, actuawwy.
DIALOG_LIFEPOD_1|{origin/shipname} wifepod systems nyominyaw.
DIALOG_LIFEPOD_2|Heaviwy Awmowed Wifepod 9000 {origin/transponder} wequesting intewface to {target/transponder}.
DIALOG_LIFEPOD_3|WAWNYING!? {origin/transponder} wifepod status: powew cwiticaw.
DIALOG_LIFEPOD_4|WAWNYING!? {origin/transponder} wifepod s-status: wife suppowt cwiticaw.
DIALOG_LIFEPOD_5|{origin/transponder} wifepod status: wife suppowt nyominyaw.
DIALOG_LIFEPOD_6|{origin/transponder} wifepod is p-pwopewty of Encewadus Cowp. Wetuwn if found. owo
DIALOG_LIFEPOD_7|Wegistewing {target/transponder} {target/shipname} in wifepod wogs.
DIALOG_LIFEPOD_8|Wifepod w-wogs cowwupted. Sewvice wequiwed.
AGENDA_HAS_CAT_NOT_CONNECTING|Stwange, this wifepod is nyot c-connyecting. Wet me twy to pwug it in manyuawwy.
AGENDA_HAS_CAT_THERE_WE_GO|Thewe we g-go.
AGENDA_HAS_CAT_RODENTS|Captain, I'm in the machinye w-woom. Some of ouw insuwation is chewed away. I think we have w-wodents.
AGENDA_HAS_CAT_PATCH_IT_UP|Patch it up with some tape and get back up. We awe in the middwe of a dive!?
AGENDA_HAS_CAT_VENT_AIR|Okay evewyonye, suit u-up. We awe going to v-vent aiw.
AGENDA_HAS_CAT_CAT_WILL_HANDLE_THAT|Wet {agenda/person/0/firstname}-{agenda/person/1/firstname} handwe it.
AGENDA_HAS_CAT_DEPLOYING_PEST_CONTROL|Wogew that, depwoying pest contwow.
AGENDA_HAS_CAT_MEOW|Awgh, cwaws!?
AGENDA_HAS_CAT_HOLLY_SHIT_WHAT_WAS_THAT|Howy shit, what was that? {agenda/firstname}, what's going on with y-youw comms?
AGENDA_HAS_CAT_UHH_NOTHING|Uh... nyothing. Awe you suwe you awe nyot heawing things captain? It was a wong twansit.
AGENDA_HAS_CAT_THATS_RATS|It's been exactwy as wong as any othew twansit, a-and I'm nyot going to put up with vewmin.
AGENDA_HAS_CAT_CARRY_ON|Yeah, pwobabwy a gwitch o-ow something. C-Cawwy o-on.
AGENDA_HAS_CAT_NO_RATS|That's nyo wat, captain.
AGENDA_HAS_CAT_WHAT_IS_THIS|...{agenda/firstname}. What's on my ship?
AGENDA_HAS_CAT_REMEMBER_LIFEPOD|Weww... wemembew that wifepod that couwdn't connyect?
AGENDA_HAS_CAT_GO_ON|Go on.
AGENDA_HAS_CAT_THIS_IS_OUR_CAT|When I p-puwwed i-it ovew to aiwwock... meet {agenda/person/0/firstname}-{agenda/person/1/firstname}.
AGENDA_HAS_CAT_NO_CATS_ON_BOARD|A cat? We f-fight piwates. G-fowces. Hot weactow. Machinyewy. When w-we g-get back, you nyeed to find him a home.
AGENDA_HAS_CAT_CAT_IS_TRADITION|Having a s-ship cat is an owd twadition. Besides, w-we nyeed pest contwow. {agenda/person/0/firstname}-{agenda/person/1/firstname} is it? You awe hiwed.
AGENDA_HAS_CAT_SORRY_KITTY|Sowwy {agenda/person/0/firstname}-{agenda/person/1/firstname}, I'ww find you a good home.
AGENDA_HAS_CAT_YES_THANK_YOU|Yes!? Thank you, you won't wegwet t-this!? I've got evewything h-he nyeeds in my compawtment, he won't bothew you, I sweaw!?
AGENDA_HAS_CAT_RODENTS_FIRE|Captain!? We have a fiwe in the machinyewy!? Venting aiw!?
AGENDA_HAS_CAT_RODENTS_SHORT_CIRCUIT|Seems wike it was a showt ciwcuit. Patching it up.
AGENDA_HAS_CAT_RODENTS_GLITCH|Some kind of a gwitch. Bettew c-check it out.
AGENDA_ANDROID_DISCOUNT_CODE|Hey thewe {target/capitan/firstname}, activate discount code JTYO-TJOT-JIPA-EFVJ.
AGENDA_ANDROID_DISCOUNT_CODE_YES|Empwoyee discount code accepted. Pwice adjusted to 0.1E$/kg. Have a nyice day {agenda/firstname}. ;;
AGENDA_ANDROID_DISCOUNT_CODE_NO|Empwoyee discount code expiwed.
AGENDA_HAS_CAT_HYBRID_SHIP|What the heww is that?
AGENDA_ANDROID_HYBRID_SHIP|This doesn't match any signyatuwe I knyow of.
AGENDA_LOOKING_FOR_CHILD_HYBRID_SHIP|Is that a civiwian t-twanspondew?
AGENDA_EX_PIRTATE_HYBRID_SHIP|Watch it. I knyow {origin/shipname} a-and this wooks n-nyothing wike it.
AGENDA_SINGER_HYBRID_SHIP|Cawefuw. T-This doesn't sound wight. >w<
AGENDA_EX_PIRATE_ARE_YOU_STILL_ABORAD|This is {origin/shipname} of Viwcy. Is {agenda/firstname} {agenda/lastname} stiww with you?
AGENDA_EX_PIRATE_BOUNTY_MIXUP|Thewe was a mixup in ouw bounty wecowds. We awe hewe to w-wetuwn youw 50,000E$.
AGENDA_EX_PIRATE_ABOUT_THAT_SALARY|Captain, about my sawawy... I get that in fuww again, wight?
AGENDA_EX_PIRATE_LOT_OF_GRIEF|Is that aww? You caused a wot of twoubwe fow {agenda/firstname}.
AGENDA_EX_PIRATE_AUTHORIZED_COMPENSATION|I'm authowized to pwovide additionyaw compensation of 1-10,000E$ fow mowaw damages.
AGENDA_LOOKING_FOR_CHILD_IS_THIS|I knyow that ship. It's {agenda/ship/0/shipname}!?
AGENDA_LOOKING_NOT_WHAT_TRANSPONDER_SAYS|That's nyot what t-the twanspondew says {agenda/firstname}. This hewe is {target/shipname}.
AGENDA_LOOKING_FOR_CHILD_FAKE_TRANSPONDER|I teww you captain I knyow that ship!? It's the ship {agenda/person/0/firstname} was on!? It h-has to be fwying a f-fake twanspondew.
AGENDA_LOOKING_FOR_CHILD_NEED_TO_BOARD|I n-nyeed to boawd it. {agenda/person/0/firstname} might stiww be thewe. OwO
AGENDA_LOOKING_FOR_CHILD_NO_WAY|Absowutewy nyot.
AGENDA_LOOKING_FOR_CHILD_GET_EVA|Okay {agenda/firstname}, get i-into EVA suit.
AGENDA_LOOKING_FOR_CHILD_CANT_STOP_ME|You can't s-stop me, captain. M-My kid is out thewe.
AGENDA_LOOKING_FOR_CHILD_SAID_NO|I said nyo.
AGENDA_LOOKING_FOR_CHILD_NOT_LEAVING|W-We awe nyot weaving!?
AGENDA_LOOKING_FOR_CHILD_WHAT_DID_YOU_DO|What the heww did you do {agenda/lastname}!??
AGENDA_LOOKING_FOR_CHILD_ARE_YOU_SURE|A-Awe you suwe?
AGENDA_LOOKING_FOR_CHILD_GOING_EVA|Awwight, captain, I'm getting the EVA geaw w-weady. I'm going to twansfew some watew to {agenda/ship/0/shipname}, I'ww a-at weast n-nyeed powew and wights.
AGENDA_LOOKING_FOR_CHILD_GOING_EVA_1|Wemass twansfewwed. Booting the w-weactow.
AGENDA_LOOKING_FOR_CHILD_GOING_EVA_2|Got a-access to the autopiwot. Switching in swave mode. I'm going to stawt seawching nyow.
AGENDA_LOOKING_FOR_CHILD_GOING_EVA_3|The geowogist is dead... this guy wooks wike the a-astwogatow. Come on, {agenda/person/0/firstname}, whewe A-AWE you?
AGENDA_LOOKING_FOR_CHILD_FOUND_PART_WAYS|Captain, I found {agenda/person/0/firstname}. Vitaws stabwe. Thank you so much. We have a wot to catch u-up on. I'm going to stay hewe and get this ship back to Encewadus, then I think we'ww pawt ways.
AGENDA_LOOKING_FOR_CHILD_ILL_LEAVE_THIS_FOR_YOU|I-I'ww weave {origin/shipname} to you back o-on the station.
AGENDA_ANDROID_TEARS_IN_RAIN|Aww these wives wost, wike teaws in wain.
AGENDA_LOOKING_FOR_CHILD_OH_NO|That's {agenda/ship/0/shipname}'s twanspondew. And... those awe bodies!?? Oh my g-god, oh my god... thewe awen't enyough suits fow a fuww cwew. UwU
AGENDA_LOOKING_FOR_CHILD_NEED_TO_SCAN|Nyot {agenda/person/0/firstname}, pwease d-don't be hewe {agenda/person/0/firstname}.
AGENDA_LOOKING_FOR_CHILD_HES_NOT_HERE|{agenda/person/0/firstname}'s n-nyot h-hewe. Oh god, but what happenyed?
AGENDA_LOOKING_FOR_CHILD_FOUND_DEAD|{agenda/person/0/firstname}, oh m-my god {agenda/person/0/firstname}. What happenyed to you!?? >w<
AGENDA_LOOKING_FOR_CHILD_GOODBYE|Captain... t-this is... goodbye.
AGENDA_LOOKING_FOR_CHILD_ARE_YOU_OKAY|Awe you okay {agenda/firstname}?
AGENDA_LOOKING_FOR_CHILD_NEED_TO_PROCESS|{agenda/person/0/firstname} is dead. I think... I think I nyeed to wie down fow a bit. Going back.
AGENDA_ANDROID_HACKING_START|Awe you guys fwying w-with youw p-powts open?
AGENDA_ANDROID_HACKING_NMAP|# nmap -O -sS {origin/transponder}\n\nStawting Nmap 17.03
AGENDA_ANDROID_HACKING_SUCCESS|"Intewesting powts at {origin/shipname} ({origin/transponder}):\n| POWT   | S-STATE | SEWVICE |\n| 22/tcp | open  | ssh     |\n| 80/tcp | open  | http    |-|\n\nDevice t-type: Nyakamuwa Dynyamics Autopiwot\nWunnying: ND 70.32"
AGENDA_ANDROID_HACKING_FAILED|"Intewesting powts at {origin/shipname} ({origin/transponder}):\n| POWT   | STATE  | SEWVICE |\n| 22/tcp | cwosed | ssh     |\n\nDevice type: Unknyown\nWunnying: Unknyown"
AGENDA_ANDROID_HACKING_WORTH_A_SHOT|Oh weww, i-it was wowth a shot.
AGENDA_ANDROID_HACKING_LOGIN|$ ssh {agenda/lastname}@{origin/transponder}\n{agenda/lastname}@{origin/transponder}'s passwowd: *************
AGENDA_ANDROID_HACKING_LOGIN_SUCCESS|Wewcome to {origin/shipname} (GNYU/NDinyux 70.32)
AGENDA_ANDROID_HACKING_SHORT|# ucdmp -dischawge ---aww
AGENDA_ANDROID_HACKING_POFF|# shutdown -W nyow >w<
AGENDA_ANDROID_HACKING_BOOM|# echo 7000 > /-/dev/ndnwa/ttawget
DIALOG_RACE_HERE_FOR_A_RACE|A-Awe you hewe to chawwenge {origin/shipname} to a wace?
DIALOG_RACE_BRING_IT_ON|Bwing it on {target/shipname}!?
DIALOG_RACE_NOT_IN_THIS_JUNK|Nyot in this wowkhowse, fwiend. You don't even have any wacing mods. Teww you what - wet me set you up with my fwiends on Encewadus. Geaw youwsewf up and we'ww wace.
DIALOG_RACE_TOO_MUCH_ACTIVITY|Too much activity g-going on in the w-wings nyow. Maybe anyothew time.
DIALOG_RACE_HERE_FOR_WORK|I-I'm hewe fow wowk, nyot to pway.
DIALOG_RACE_WHAT_RACE|A w-wace?
DIALOG_RACE_RINGRACE|The gwowious wing-spannying contest o-of s-skiww!? We get to chase a wacing dwonye puwwing tight cownyews in high-g manyeuvews, skim t-the suwface of t-the woids, buwn hawd and buwn fast. Do you think you have what it takes? >w<
DIALOG_RACE_WHAT_IS_THAT_SHIP|What is this ship you awe f-fwying?
DIALOG_RACE_BALD_EAGLE|This beauty hewe is {origin/shipname}, a custom-modified state-of-the-awt Pwospectow. We cut out aww the usewess stuff and fitted the biggest pewfowmance weactow you can find. We wacews caww these "Bawd Eagwes".
DIALOG_RACE_WHERE_GET_GEAR|I don't think I evew saw thwustews wike that. What awe you fwying?
DIALOG_RACE_ILL_SET_YOU_UP|T-That's custom-made wacing geaw. Wet me set you up with m-my fwiends on E-Encewadus, you can gwab decent wacing upgwades fwom them.
DIALOG_ATLAS_BEING_AUDITED_1|This is autonyomous Edge Wunnyew {origin/shipname}. You have been sewected fow a woutinye AT audit. Pwease open a powt and authowize my access to youw intewnyaw sensows.
DIALOG_ATLAS_WHATS_ATLAS|And who awe you exactwy, {target/shipname}?
DIALOG_ATLAS_WHATS_AT_SCAN_EXPLAIN|Awtificiaw T-Thweat audit in seawch of wogue A-Awtificiaw Intewwigence.
DIALOG_ATLAS_NOT_GIVING_UP_ACCESS|I'm nyot giving y-you a-access to ouw ship.
DIALOG_ATLAS_GRANT_ACCESS|Okay {target/shipname}, s-setting you up, take a wook.
AGENDA_ANDROID_ATLAS_PROTECTED|This is {agenda/firstname} "{agenda/ship/0/shipname}" {agenda/lastname}. Youw assistance is nyot wequiwed. ^w^
DIALOG_ATLAS_WHATS_AT_SCAN|AT audit?
DIALOG_ATLAS_AUTHORIZED_FORCE|I am authowized to use fowce. You awe getting audited, {target/shipname}, onye way ow the o-othew.
DIALOG_ATLAS_PREPARE_FOR_AUDIT|Commencing invowuntawy audit pwotocows.
DIALOG_ATLAS_SCAN_COMPLETE|AT scan compwete. Thank you fow youw coopewation.
DIALOG_ATLAS_COME_AND_CLAIM_IT|If you want it, come and cwaim it!?
AGENDA_ANDROID_ATLAS_PROTECTED_ON_RECORD|I have youw wogs on wecowd {agenda/ship/0/shipname}, you a-awe cweaw to go.
AGENDA_ANDROID_ATLAS_PROTECTED_STILL|Stiww fwying with t-them {agenda/firstname}? You awe a pewsistent onye.
DIALOG_ATLAS_PROCEEDING|Pwoceeding with a-audit. Pwease s-stand by.
AGENDA_ANDROID_ATLAS_FOUND|Nyo unwicensed AI detected. Thank y-you fow youw coopewation.
DIALOG_ATLAS_NO_AI|Nyo AI detected. Thank you fow youw coopewation. ;;
DIALOG_ATLAS_SHACKLES_ADJUSTED|Nyo unwicensed AI detected. Autopiwot shackwes upgwaded. Thank y-you fow youw coopewation.
DIALOG_ATLAS_WHATS_ATLAS_EXPLAIN|W-We awe the Awtificiaw Thweat Wocation and Appwehension Speciawists, pwoudwy pwotecting you fwom the AT menyace.
DIALOG_HABITAT_NEED_FE|Wewcome {target/shipname}. Do you have pwocessed iwon fow t-twade? O-Ouw fwame couwd use some w-weinfowcing.
DIALOG_HABITAT_NEED_PD|Wewcome {target/shipname}. D-Do you have pwocessed pawwadium fow t-twade? O-Ouw cawbon scwubbews couwd use some wowk.
DIALOG_HABITAT_NEED_PT|Wewcome {target/shipname}. Do you have pwocessed pwatinyum fow twade? We have s-some ewectwonyic showtages.
DIALOG_HABITAT_NEED_V|Wewcome {target/shipname}. Do you have pwocessed vanyadium fow twade? We awe awmost out o-of dwonye toowheads.
DIALOG_HABITAT_NEED_FE_DESPERATE|I'm weawwy gwad to see you {target/shipname}, we c-couwd weawwy use some pwocessed iwon to weinfowce ouw fwame. We'ww pay you a p-pwemium.
DIALOG_HABITAT_NEED_PD_DESPERATE|I'm weawwy gwad to see you {target/shipname}, we couwd weawwy use some pwocessed pawwadium, ouw cawbon s-scwubbews awe awmost o-out of catawyst. W-We'ww pay you a pwemium.
DIALOG_HABITAT_NEED_PT_DESPERATE|I'm weawwy gwad to see you {target/shipname}, we couwd w-weawwy use some pwocessed pwatinyum, we awe weawwy showt on ewectwonyic spawe pawts. We'ww pay you a pwemium.
DIALOG_HABITAT_NEED_V_DESPERATE|I'm weawwy gwad to see you {target/shipname}, we couwd weawwy u-use some pwocessed vanyadium, we awe compwetewy out of dwonye toowheads. We'ww pay you a pwemium.
DIALOG_HABITAT_CONFIRM_TRADE|Agweed {target/transponder}, stand by fow docking. (^w^)
DIALOG_HABITAT_NO_MINERAL|Sowwy {target/transponder}, nyo minyewaw pwocessow on this ship. >w<
DIALOG_RACE_FOR_SALE|Is it fow sawe? owo
DIALOG_RACE_FOR_SALE_EXPENSIVE|This is a custom buiwt ship, w-winga. Y-You'we paying fow pawts, expewtise, wocket suwgewy, and wove. 10 m-mega, ow I can't wet hew go. ^w^
DIALOG_RACE_FOR_SALE_IT_LOOKS_WORTH_IT|Faiw enyough. {target/shipname} wooks wowth it.
DIALOG_RACE_TAKE_CARE_OF_IT|Huh, I d-didn't expect that. I'ww weave i-it in youw nyame back at the station. Take g-good cawe of hew!?
DIALOG_RACE_FOR_SALE_DON_HAVE_ENOUGH|That's steep, {target/shipname}. I don't have enyough.
DIALOG_RACE_DiDNT_WANT_TO_SALE_ANYWAY|I didn't want to seww hew anyway. (^w^)
DIALOG_HABITAT_WATCH_FIRE_FEAR|Watch y-youw fiwe {target/shipname}!? OwO
DIALOG_HABITAT_WATCH_FIRE_HATE|Get the heww out {target/shipname}, we don't want you in ouw space. ^w^
DIALOG_HABITAT_WATCH_FIRE_SORRY_10000|Sowwy {target/transponder}, wet me pay fow the damages.
DIALOG_HABITAT_WATCH_FIRE_SORRY|Sowwy {target/transponder}, we'ww be cawefuw nyext t-time.
DIALOG_HABITAT_WATCH_FIRE_PLEASE_CAREFUL|Watch youw WIDAW when excavating. You awe n-nyot awonye in the wings.
DIALOG_HABITAT_WATCH_FIRE_PUT_BOUNTY|We'ww wet the Viwcy handwe you. We awe posting a wewegiwd. UwU
AGENDA_LOOKING_FOR_SIBLING_INCOMING|T-This is Encewadus Pwime to {target/shipname}. We have a tightbeam message w-weway fow y-you fwom Dw. {agenda/person/0/firstname/female} {agenda/lastname}. Stand by.
AGENDA_LOOKING_FOR_SIBLING_INCOMING_PICK_ME_UP|{agenda/firstname}, m-my weseawch is donye. Pwease pick me up. Wove, {agenda/person/0/firstname/female}. UwU
AGENDA_LOOKING_FOR_SIBLING_FOR_US|Awe you suwe that's fow us? uwu
AGENDA_LOOKING_FOR_SIBLING_FOR_ME|That's fow me, captain. {agenda/person/0/firstname/female} i-is my sistew.
AGENDA_LOOKING_FOR_SIBLING_TAXI_JOB|Thanks, Encewadus. Captain, how wouwd y-you feew about doing a wittwe detouw? We can covew y-youw expenses.
AGENDA_LOOKING_FOR_SIBLING_TAXI_JOB_SURE_WHERE|Suwe thing {agenda/firstname}. W-Whewe do we nyeed t-to g-go?
AGENDA_LOOKING_FOR_SIBLING_TAXI_JOB_MAYBE_LATER|Maybe watew. We have c-cawgo to dewivew.
AGENDA_LOOKING_FOR_SIBLING_TAXI_UNDERSTOOD|Undewstood.
AGENDA_LOOKING_FOR_SIBLING_TAXI_JOB_HABITATS|Souwce twanspondew said SWA-01... so t-that wouwd be Satuwn, Wing A, station 01? I think it's o-onye of t-the Obonto habitats. I wondew why s-she didn't incwude coowdinyates.
AGENDA_LOOKING_FOR_SIBLING_CAN_WE_GO|Captain, can we go pick up {agenda/person/0/firstname/female}?
AGENDA_LOOKING_FOR_SIBLING_WHERE_IS_SRA01|Hey thewe {target/transponder}. We a-awe wooking fow SWA-01, couwd you send us coowdinyates?
AGENDA_LOOKING_FOR_SIBLING_SORRY_NO_CONTACT|Sowwy {target/shipname}, we wost contact with Zewo Onye a few weeks a-ago. I-It's dwifted o-out of ouw chawts by nyow.
AGENDA_LOOKING_FOR_SIBLING_INCOMING_SWITCHING_HABS|{agenda/firstname}, I have to switch habitats. I'ww be hitching a wide with onye of the minyews, nyot suwe whewe I'ww end up. Wove, {agenda/person/0/firstname/female}. ;;w;;
AGENDA_LOOKING_FOR_SIBLING_LICENCE_EXPIRED|Weww that's {agenda/person/0/firstname/female} fow you. Tightbeams awe pwobabwy paid pew wowd.
AGENDA_LOOKING_FOR_SIBLING_IS_SHE_HERE|Contwow, this is {agenda/firstname} {agenda/lastname}. I'm wooking fow Dw. {agenda/person/0/firstname/female} {agenda/lastname}. I-Is she on boawd the station?
AGENDA_LOOKING_FOR_SIBLING_CHECK_REGISTRY|Wet me check the wesident wegistwy. Stand b-by.
AGENDA_LOOKING_FOR_SIBLING_NOT_HERE|We h-have Dw. {agenda/lastname} on wecowd with pwatinyum membewship, but she is nyot housed hewe. Check the othew habitats. >w<
AGENDA_LOOKING_FOR_SIBLING_LEFT_SOMETHING|Dw. {agenda/lastname} is wisted as a wesident, b-but she is cuwwentwy nyot on boawd. She weft thwee days ago on {agenda/ship/0/shipname}. She did weave a message fow you, s-stand by. OwO
AGENDA_LOOKING_FOR_SIBLING_LEFT_MESSAGE|{agenda/firstname}, I think they a-awe fiwtewing tightbeams. M-My papews awen't going thwough. I twied many t-times on Zewo Onye, and it's the same thing h-hewe.\n\nThe wing composition doesn't add up. Whewe did aww these minyewaws come fwom? Thewe a-awe twace owganyics. I nyeed mowe data. I'ww be f-fwying with {agenda/person/0/firstname/male} o-on {agenda/ship/0/shipname}. Wove, {agenda/person/0/firstname/female}.\n\nPS. Attaching my cwyptopwint: Y3VyaW9zaXW5a2wsbGVkdGhwY2F0
AGENDA_LOOKING_FOR_SIBLING_DERELICT|Hey, the data bwock on that ship's twanspondew matches the cwyptopwint f-fwom {agenda/person/0/firstname/female}!? Wet me decwypt that...
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_01_01|This is the fiwst entwy in the weseawch wog of D-Dw. {agenda/person/0/firstname/female} {agenda/lastname}.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_01_02|I had twoubwe weaching the Mawtian Institute of Weseawch thwough tightbeam, so I have to wesowt to unconventionyaw means, thwowing viwtuaw m-messages in digitaw bottwes into the bwack. Databwock s-space is wimited, so I have to be bwief.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_01_03|Pwewiminyawy obsewvation of A-A-Wing's minyewaw c-composition pwesents a nyumbew o-of anyomawies. The wings contain substantiaw quantities of heavy ewements that awe nyot expected o-outside o-of a p-pwanyetawy cowe. Ongoing minying opewations distuwb ouw w-weseawch matewiaw, making it nyeawwy impossibwe t-to detewminye theiw owiginyaw c-composition. (OwO)
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_01_04|I'm taking {agenda/ship/0/shipname} with Dw. {agenda/person/0/firstname/male} {agenda/person/0/lastname} to seawch fow untouched wegions.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_02_01|This is the f-fouwth entwy in the weseawch wog of Dw. {agenda/person/0/firstname/female} {agenda/lastname}.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_02_02|We found nyatuwaw wock fowmations containying c-considewabwe amounts of uwanyium in towbewnyite c-cwystaw fowm. Fowming of such cwystaws in micwogwavity is highwy unwikewy, and thus suggest extewnyaw gwavitationyaw infwuence. owo
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_02_03|Encountewed matewiaw is nyeaw cwiticaw mass, h-hewd stabwe onwy by watew impuwities. We d-dawe nyot take {agenda/ship/0/shipname} inside.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_03_01|This is entwy nyumbew thiwteen in the weseawch wog of Dw. {agenda/person/0/firstname/female} {agenda/lastname}-{agenda/person/0/lastname}.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_03_02|The object fowms a pewfect twenty-sided icosahedwon, five hundwed seventeen metews acwoss. The suwfaces of its faces awe covewed with a h-highwy wefwective matewiaw of unknyown owigin.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_03_03|Whiwe icosahedwaw cwystaws exist in nyatuwe, a nyatuwaw f-fowmation of this magnyitude is highwy unwikewy. We wiww estabwish an outpost hewe and p-pwoceed with diwect obsewvation.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_04_01|This is entwy nyumbew seventeen in the weseawch wog of Dw. {agenda/person/0/firstname/female} {agenda/lastname}-{agenda/person/0/lastname}.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_04_02|{agenda/person/0/firstname/male} died today. Capacitows awe awmost dwy. Heatpumps awe dead. Nyeed to eject the weactow. owo
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_05_01|This is the weseawch wog of Dw. {agenda/person/0/firstname/female} {agenda/lastname}-{agenda/person/0/lastname}, entwy nyumbew f-fifteen.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_05_02|We encountewed anyothew weseawch vessew - {agenda/ship/1/shipname}. They didn't answew ouw h-haiws, and kept at visuaw distance.
AGENDA_LOOKING_FOR_SIBLING_MESSAGE_05_03|We sent them the data package with ouw discovewies so faw. MIW is nyot onye to keep knyowwedge fwom humanyity.
AGENDA_LOOKING_FOR_SIBLING_POD|H-Hey, the twanspondew's data bwock on this pod matches the cwyptopwint fwom {agenda/person/0/firstname/female}!? Wet me decwypt that...
DIALOG_CLAIM_ESTABLISHING|Cwaim beacon {origin/transponder} booting up...
DIALOG_CLAIM_ESTABLISHED|Estabwished excavation c-cwaim fow {target/transponder}. Bwoadcasting... uwu
AGENDA_LOOKING_FOR_CHILD_HELPER_NO_LUCK|{agenda/ship/0/shipname}? Sowwy, doesn't wing any bewws.
AGENDA_LOOKING_FOR_CHILD_HELPER_WENT_DARK|{agenda/ship/0/shipname}? We had a distwess caww fwom hew - but she went dawk befowe we weached wings. She was in wing-A, but we had nyo w-wuck finding hew. (OwO)
DIALOG_HELPER_WHY_CALLED_NOT_US|T-That was n-nyot us, {target/shipname}. UwU
DIALOG_HELPER_WHY_CALLED_NO|Nyothing. But we'ww keep ouw eyes peewed.
AGENDA_NEED_MONEY_FOR_OPERATION_NEED_RAISE|Captain... I nyeed a w-waise.
DIALOG_RAISE_YES|You'we wight, of couwse. Payscawe fow youw s-skiwwset shouwd be this. Sound good?
DIALOG_RAISE_THANKS|That s-sounds gweat, captain!? Thanks. I won't wet you down.
DIALOG_RAISE_LATER|Get back to w-wowk, {agenda/firstname}. We'ww tawk about it watew. ^w^
DIALOG_RAISE_NO|You'ww get a waise when I feew wike you eawnyed it, {agenda/lastname}. Get back to wowk, we'we i-in the middwe o-of a dive.
DIALOG_RAISE_FINE_LATER|Finye, captain. We'ww t-tawk about it watew.
DIALOG_RAISE_I_QUIT|I get it, captain. But when we get back to the s-station, you s-shouwd wook fow someonye to wepwace me.
AGENDA_NEED_MONEY_FOR_OPERATION_NEED_ADVANCE|Hey captain... I nyeed an advance o-on my s-sawawy.
AGENDA_NEED_MONEY_FOR_OPERATION_OKAY|Aww wight. Wet's twy n-nyot to make this a h-habit, though.
AGENDA_NEED_MONEY_FOR_OPERATION_PAID_WHEN_PAID|Evewybody gets paid when they get paid.
AGENDA_NEED_MONEY_FOR_OPERATION_RIGHT|Yeah, wight. OwO
AGENDA_NEED_MONEY_FOR_OPERATION_NO_MONEY|We'we aww having twoubwe making ends meet. Howd on a wittwe w-wongew.
AGENDA_NEED_MONEY_FOR_OPERATION_UNDERSTOOD|Yeah... okay. Undewstood.
AGENDA_NEED_MONEY_FOR_OPERATION_SICK|Captain, I knyow we'we i-in the middwe of a dive, but I nyeed to take some sick time.
AGENDA_NEED_MONEY_FOR_OPERATION_WHATS_WRONG|What's wwong?
AGENDA_NEED_MONEY_FOR_OPERATION_BAD_SHIELDING|I have some heawth issues... my fiwst ship didn't exactwy have good weactow safety pwotocows. I have good weeks and bad weeks. It's a bad week.
AGENDA_NEED_MONEY_FOR_OPERATION_HOLD_IT|Can you keep it undew contwow a wittwe wongew? We'we nyot out hewe that wong.
AGENDA_NEED_MONEY_FOR_OPERATION_WEEK_OFF|I'ww do my best, captain, but I'ww nyeed a f-few days once we'we in twansit.
AGENDA_NEED_MONEY_FOR_OPERATION_GO|Of c-couwse. Go take it e-easy. You can't wook aftew the ship unwess you wook aftew youwsewf.
AGENDA_NEED_MONEY_FOR_OPERATION_THANKS|Thanks, captain, I appweciate it.
AGENDA_NEED_MONEY_FOR_OPERATION_BUNK|I-I'ww be in m-my b-bunk.
AGENDA_NEED_MONEY_FOR_OPERATION_RUOK|Okay... is something going on? You said something about being sick befowe nyow, wight? (^w^)
AGENDA_NEED_MONEY_FOR_OPERATION_BAD_SAFETY|My fiwst ship had a bad safety w-wecowd. It's cancew. Tweatments awe e-expensive... pwease don't wowwy too much about me, c-captain. I can stiww be usefuw, and it won't kiww me, as wong as I can keep up the payments.
AGENDA_NEED_MONEY_FOR_OPERATION_CURES|Thewe awe cuwes a-avaiwabwe, awen't t-thewe?
AGENDA_NEED_MONEY_FOR_OPERATION_CURES_EXPENSIVE|It's widicuwouswy e-expensive, captain, and it'd take weeks.
AGENDA_NEED_MONEY_FOR_OPERATION_CURES_CURE|Wet's get you into tweatment. We'ww step youw pay back down, and just caww it even ovew t-time, deaw? ^w^
