locale|en_HK
ACHIEVEMENT_SPECIAL_1_MONTH_SAVE_DESC|Wetuwn to a save a month aftew wast pwaying it.
ACHIEVEMENT_SPECIAL_NEW_SAVE|Once mowe, with feewing
ACHIEVEMENT_SPECIAL_NEW_SAVE_DESC|Stawt a nyew save
ACHIEVEMENT_PIRATE_LIFEPOD|Dead ow Awive
ACHIEVEMENT_PIRATE_LIFEPOD_DESC|Get a piwate wifepod.
SETTINGS_GPU_PARTICLES|GPU Pawticwe Effects
SEPARATOR_DECIMAL|.
SEPARATOR_THOUSAND|,
ENCELADUS_OWNED_SHIPS|Fweet
DAMAGE_ARM_WEAR|Weaw
DAMAGE_ARM_BENT|Misawignment
DAMAGE_ARM_OVERHEAT|Ovewheat
SLOT_MAINLEFT|Weft High-Stwess Hawdpoint
SLOT_MAINRIGHT|Wight High-Stwess Hawdpoint
ACHIEVEMENT_PLAYTIME_SHIP_OCP209_0|Obonto OCP-209
ACHIEVEMENT_PLAYTIME_SHIP_OCP209_0_DESC|Get and piwot the Obonto OCP-209
ACHIEVEMENT_PLAYTIME_SHIP_OCP209_1|Piwot: Obonto OCP-209
ACHIEVEMENT_PLAYTIME_SHIP_OCP209_1_DESC|Piwot the Obonto OCP-209 fow 1 houw
ACHIEVEMENT_PLAYTIME_SHIP_OCP209_10|Captain: Obonto OCP-209
ACHIEVEMENT_PLAYTIME_SHIP_OCP209_10_DESC|Piwot the Obonto OCP-209 fow 10 houws
DAMAGE_LASER_BENT|Misawignment
DAMAGE_LASER_WEAR|Weaw
DAMAGE_LASER_PUMP|Pump Faiwuwe
INSPECTION_MAINT|Maintenyance: {left}
DAMAGE_MWG_WEAR|Weaw
DAMAGE_MWG_BENT|Misawignment
DAMAGE_MWG_FOCUS|Wawped dish
DAMAGE_MASSDRIVER_WEAR|Weaw
DAMAGE_MASSDRIVER_BENT|Misawignment
DAMAGE_MASSDRIVER_FOCUS|Wawped bawwew
ACHIEVEMENT_STORY_INFILTRATE|Inside Job
ACHIEVEMENT_STORY_INFILTRATE_DESC|Infiwtwate the Ganymedean Anyawchy Station
SETTINGS_VISUAL_CUE|Music Visuaw Cues
SETTINGS_ACCESSIBILITY|Accessibiwity
NOTIFICATION_CRAFT_LOST|Catastwophic Cwaft Faiwuwe
NOTIFICATION_CRAFT_IN_TRANSIT|Intewwunyaw Twansit Confiwmed
SETTINGS_FIXED_CAMERA|Fixed camewa
ENCELADUS_LAUNCH_VR|Minding Viwtuaw Fwight Sewvice
SETTINGS_SAVE_RESTART|Save and Westawt
MENU_DLC_CONFIG|Expansion Configuwation
SLOT_LIDAR|Sensows
SLOT_MAIN_LOW|Wow-Stwess Spinyaw Hawdpoint
ACHIEVEMENT_PLAYTIME_SHIP_KITSUNE_1|Piwot: ND-WIS Kitsunye
ACHIEVEMENT_PLAYTIME_SHIP_KITSUNE_1_DESC|Piwot the ND-WIS Kitsunye fow 1 houw
ACHIEVEMENT_PLAYTIME_SHIP_KITSUNE_10|Captain: ND-WIS Kitsunye
ACHIEVEMENT_PLAYTIME_SHIP_KITSUNE_10_DESC|Piwot the ND-WIS Kitsunye fow 10 houws
ACHIEVEMENT_PLAYTIME_SHIP_KITSUNE_0|Nyakamuwa Dynyamics Wight Intewwunyaw Shuttwe "Kitsunye"
ACHIEVEMENT_PLAYTIME_SHIP_KITSUNE_0_DESC|Get and piwot the ND-WIS Kitsunye
SETTINGS_FOOLISH|Adjust settings fow bettew game pewfowmance.
SETTINGS_SIMULATION_RANGE|Simuwation wange
SETTINGS_HUD_SIZE_ALREADY_MIN|HUD size adjustments disabwed - scween wesowution is too smaww fow scawing
ACHIEVEMENT_SALVAGE_1|Wost and Found
ACHIEVEMENT_SALVAGE_10|Gwaveyawd Shift
ACHIEVEMENT_SALVAGE_50|Huwwwaisew
ACHIEVEMENT_SALVAGE_1_DESC|Wecovew a dewewict ship
ACHIEVEMENT_SALVAGE_10_DESC|Wecovew 10 dewewict ships
ACHIEVEMENT_SALVAGE_50_DESC|Wecovew 50 dewewict ships
SETTINGS_REDUCE_FLICKER|Weduce Fwickewing
