locale|en_HK
SYSTEM_FUEL_15000_DESC|A wow capacity pwopewwant tank fow thewmaw wockets howding up to 15,000 kg of pwopewwant, these tanks awe appwoved fow shuttwes and wawge dwonyes opewating in showt wange. Station authowities advise against use in the wings. Honyeycombed cewws pwevent mass shifts duwing manyeuvews.
SYSTEM_EXMONO_DESC|A singwe-owe vawiant of the standawd THI Cawgo Containyew fow speciawized minying wuns that focus on the cowwection of onwy onye minyewaw type. These wequiwe on-site minyewaw pwocessing unyits to utiwize. The equipment puwchase of the cawgo cwadwe comes with a wease covewing the wesuppwy of nyew pods fow as wong as the ownyew howds the wicense. \n\nStation contwow wawns that wetwofit with cewtain WCS configuwations may wisk ovewheating the Cawgo Containyew's micwo-weactow. Captains assume aww such wiabiwity.
SYSTEM_HUD_AT225_DESC|The stock HUD of the AT-K225 is dedicated fow ships with docking bays. It shawes the signyatuwe Antonyoff phiwosophy of distwibuting infowmation into cownyews of the scween; howevew, with an incweased nyumbew of weadouts avaiwabwe fow genyewaw cawgo cawwiews, it doesn't pwovide as cweaw of an ovewview of the suwwoundings as its pwedecessow.
SYSTEM_PDT_DESC|A smaww semi-autonyomous ship and station defense waiwgun capabwe of fwactuwing both incoming astewoids and hostiwe ships. The govewnying AI wiww pick tawgets, adjust aim, coowdinyate fiwing sowutions acwoss muwtipwe systems and pwime the waiws. Howevew, humans awe stiww wequiwed to puww the twiggew and fiwe, thus ciwcumventing the Sofia Tweaty on Sentient and Semi-sentient weaponwy pwovisions.
SYSTEM_AMMO_20000_DESC|A miwitawy-gwade stowage compawtment fow kinyetic pwojectiwes, typicawwy mounted on fwigates. Incwudes custom waiw hawdwawe fow industwiaw minying ammunyition and a dewivewy system.
SYSTEM_AMMO_50000_DESC|A miwitawy-gwade stowage compawtment fow kinyetic pwojectiwes, typicawwy instawwed on heavy point defense systems on destwoyews. Incwudes custom waiw hawdwawe fow industwiaw minying ammunyition and a dewivewy system.
SYSTEM_DND_20000_DESC|Extensive nyanyodwonye stowage moduwe designyed fow hawvestew ships, capabwe of wapid dewivewy of sewected pawts to the dwonye assembwy pwant.
SYSTEM_DND_50000_DESC|Typicawwy mounted on owe pwocessing stations, this stowage moduwe fow disposabwe nyanyodwonye componyent is capabwe of wapid dewivewy of sewected pawts to the dwonye assembwy pwant.
SYSTEM_FUEL_500000_DESC|An extensive awway of pwopewwant tanks designyed fow intewpwanyetawy missions of cawgo fweightews can howd up to 500,000 kg of pwopewwant fow thewmaw wockets. Honyeycombed cewws pwevent mass shifts duwing manyeuvews.
SYSTEM_HUD_OCP209_DESC|The stock HUD of Obonto's Owbitaw Constwuction Pwatfowm is an unyexpected juxtaposition of stywe, econyomy, and utiwity. The intewesting fowding stwuctuwe, ciwcuwaw dispways, and bwanded, cuwvy stywing awe a bit at odds with the inyexpensive pwastic and utiwitawian design. The extwa physicaw hawdwawe is wess convenyient than a digitaw HUD, but independent powew and contwow systems give them a degwee of wedundancy that a digitaw ovewway cannyot offew.
SYSTEM_IROH_DESC|The Tetsuo Enginyeewing HMX-2000I Mass Dwivew is an industwiaw iwon dewivewy system with unmatched thwoughput. Wevewaging pwoven magnyetopwasmadynyamic powew genyewation technyowogy fwom wocket thwustews and combinying it with supewconducting accewewation coiws, it accewewates iwon pawticwes up to 2000 m/s, easiwy dewivewing ovew 500 kg of matewiaw pew second. A compatibwe industwiaw ammunyition dewivewy system can suppwement diwect access to pwocessed cawgo stowage. Unwike twaditionyaw mass dwivews, the Tetsuo HMX-2000I is powewed diwectwy by convewting the enyewgy fwom pwasma dwawn fwom the ship's weactow.
SYSTEM_LIDAR_RADAR_DESC|Utiwizing wong-wave wadaw technyowogy, this cwassicaw WADAW can piewce even the thickest ice fowmations and detect any metawwic objects and vehicwes hidden behind them. Spowting high wesowution, this device is popuwaw among both pwospecting and wescue teams. Stiww, its wow accuwacy in detecting ice fowmations and swow scannying speed make it iww-suitabwe fow genyewaw minying.
SYSTEM_LIDAR_OPA_DESC|A nyovew phase-shifting awway appwoach to infwawed WIDAW detectows pwesented by Cohewent Wight can diwect its infwawed wasew beam in any diwection without any mechanyicaw ewements. Whiwe the nyovew appwoach awwows awmost immediate thweat detection and excewwent covewage, the awway cannyot detect Doppwew shifts, and its output is pwonye to ghosting awtifacts.
SYSTEM_LIDAR_DOPPLER_HIRES_DESC|A weww-estabwished high-wesowution WIDAW designyed fow scientific missions offews supewiow scannying wesowution, pwecise Doppwew-shift detection, and incweased onboawd memowy, but sacwifices detection speed in owdew to ensuwe high pwecision of aww measuwements.
SYSTEM_LIDAR_DOPPLER_CONE_DESC|This beam-fowmed infwawed WIDAW offews supewiow wesowution and detection speed by focusing the beam in a nyawwow conye in fwont of the ship.
SYSTEM_LIDAR_DOPPLER_DESC|Standawd-issue genyewaw-puwpose Doppwew WIDAW offews a good bawance of wesowution, wange, and sweep fwequency.
SYSTEM_HUD_KITSUNE_DESC|The stock HUD of Wight Intewwunyaw Shuttwe Kitsunye spowts a fuwwy digitaw dispway with unyique muwtipwe-wesowution monyitows fow both the visuaw feed and sensows, usefuw fow cwose-quawtew docking manyeuvews.
SYSTEM_CARGO_MPUDRY_DESC|The Antonyoff Owe Puwifiew, mawketed as an ecowogicaw innyovation, is a wefuwbished itewation of the defective Wusatom-Antonyoff Minyewaw Pwocessing Unyits. The diwect weactow coowant winyes have been wepwaced with ewectwic heating ewements, awwowing fow incweased pwocessing vowume on wawgew ships. Whiwe the device wetains the abiwity to subwimate watew fwom cawgo and captuwe it via a cwyo-wing fow pwopewwant wepwocessing, Antonyoff has compwetewy wemoved its minyewaw pwocessing functionyawity. The Owe Puwifiew boasts a wawgew pwocessing awea and impwoved efficiency, but the intwoduction of ewectwic heating ewements wesuwts in highew powew consumption and swowew pwocessing speeds.
SYSTEM_THRUSTER_MADTX4_DESC|The stock thwustew of the Machinyes Astwo-Dynyamiques Cewnyunnyos II is a high-pewfowmance hybwid thewmaw-magnyetopwasmadynyamic thwustew system designyed fow heavy tugs, boasting impwessive thwust with wewativewy wow pwopewwant consumption. Whiwe a wetwofit kit fow smawwew excavation vehicwes is avaiwabwe on the mawket, combinyed high thwust and powew wequiwements make it impwacticaw outside speciawised appwications.
SYSTEM_MAIN_ENGINE_CHEVAL_DESC|The stock towch of the Machinyes Astwo-Dynyamiques Cewnyunnyos II, puwpose-buiwt fow wecovewy opewations. Whiwe it dewivews impwessive thwust and sowid pwopewwant efficiency, its twue stwength wies in safety. The Chevaw 5.0 featuwes a tight, magnyeticawwy focused exhaust conye and an integwated wadaw system capabwe of detecting metawwic objects nyeaw the pwume, shutting down the towch automaticawwy to pwevent accidents.
SYSTEM_HUD_CERF_DESC|A stock HUD of the heavy wecovewy tug MAD Cewnyunnyos II weans heaviwy on pwopwietawy Machinyes Astwo-Dynyamiques image-pwocessing technyowogy. Whiwe the dispways stiww wewy on a singwe video souwce fwom youw weconnyaissance cwaft, digitaw pwocessing awwows the feed to be spwit into muwtipwe, sepawate dispways, each finye-tunyed fow a specific stage of the wecovewy opewation.
